archivo,variable,count,mean,std,var,min,p10,median,p90,max,iqr,cv,mad_scaled
DB_final_v3_u3,Numero_horas_con_deambulacion,980,11.271428571428572,3.2460866673096382,10.537078651685393,0.0,7.0,12.0,14.0,40.0,3.0,0.2879924799894482,2.9652
DB_final_v3_u3,Numero_horas_estacionarias,980,5.626530612244898,4.634474692262246,21.478355673219234,0.0,1.0,4.0,12.0,50.0,7.0,0.8236824806704752,4.4478
DB_final_v3_u3,Total_hrs_monitorizadas,980,16.897959183673468,4.26997450174159,18.23268224552334,3.0,13.0,16.0,23.0,65.0,5.0,0.25269172776007,2.9652
DB_final_v3_u3,Hrs_sin_registro,980,7.1020408163265305,4.269974501741589,18.232682245523335,-41.0,1.0,8.0,11.0,21.0,5.0,0.6012320419118904,2.9652
DB_final_v3_u3,min_totales_en_movimiento,980,127.17959183673469,71.90139366143272,5169.810410456317,1.0,26.900000000000006,141.0,215.0,280.0,130.0,0.5653532349257363,88.95599999999999
DB_final_v3_u3,Total_min_de_ejercicio_diario,980,54.52787755102041,55.70546895674439,3103.099271690813,1.0,2.0,31.0,134.05700000000002,387.3199999999998,86.0,1.0215961350159308,40.0302
DB_final_v3_u3,distancia_caminada_en_km,980,6.991620992394806,3.866533137726693,14.950078505138626,0.1037429399999999,1.70347661,7.8942458,11.55791732333,18.521315014,6.97627447425,0.5530238469637508,4.638834196079999
DB_final_v3_u3,Numero_pasos_por_dia,980,9079.520112244898,4909.014129948393,24098419.728032976,133.7,2263.6,10270.0,14933.1,21560.8,8889.5,0.5406688976136478,5951.8976999999995
DB_final_v3_u3,FCr_promedio_diario,980,51.77427210510204,6.638865338666407,44.074532984946224,40.0,43.0,51.0,60.0,85.7,9.0,0.12822711104831133,5.9304
DB_final_v3_u3,Gasto_calorico_activo,980,686.4976519081632,388.6804217639231,151072.47026258116,20.9412,244.01619,651.5875,1200.6193,3619.498699999999,405.86349999999993,0.5661788072887963,294.3398366999999
DB_final_v3_u3,HRV_SDNN,980,36.328033562492955,14.227131685813154,202.41127600546864,14.765598333333331,21.972994,33.65710833333333,55.10344400000001,105.877912,15.293558333333333,0.39162955686382156,10.91060166
DB_final_v3_u3,FC_al_caminar_promedio_diario,980,109.44461734693878,10.544081599350127,111.17765677375394,75.5,96.0,109.0,123.5,158.0,14.0,0.0963417101265515,10.3782
