,Numero_horas_con_deambulacion,Numero_horas_estacionarias,Total_hrs_monitorizadas,Hrs_sin_registro,min_totales_en_movimiento,Total_min_de_ejercicio_diario,distancia_caminada_en_km,Numero_pasos_por_dia,FCr_promedio_diario,Gasto_calorico_activo,HRV_SDNN,FC_al_caminar_promedio_diario
Numero_horas_con_deambulacion,1.0,0.08861962541431093,0.8840592910534089,-0.8840592910534089,0.5167207153883189,0.23716224283445353,0.6092814843926428,0.6303757971758911,-0.2995074754814929,0.415159018881765,0.05822773521872725,-0.03830064665418006
Numero_horas_estacionarias,0.08861962541431093,1.0,0.539940997502244,-0.539940997502244,0.022618391824091543,0.06489821562957411,0.016758066388852993,0.008980447191194436,-0.10368985541264306,0.12648519702574595,0.09683261291952426,-0.03342081137461441
Total_hrs_monitorizadas,0.8840592910534089,0.539940997502244,1.0,-1.0,0.4417663461134248,0.2212969250607929,0.5163115125655787,0.531142318524238,-0.27352527898213824,0.40507540798491515,0.09370467581277646,-0.04731613079493519
Hrs_sin_registro,-0.8840592910534089,-0.539940997502244,-1.0,1.0,-0.4417663461134248,-0.2212969250607929,-0.5163115125655787,-0.531142318524238,0.27352527898213824,-0.40507540798491515,-0.09370467581277646,0.04731613079493519
min_totales_en_movimiento,0.5167207153883189,0.022618391824091543,0.4417663461134248,-0.4417663461134248,1.0,0.7588268717386699,0.7309077973064224,0.763791774888172,-0.15920821191874474,0.3185190582828874,0.05136897951932453,-0.05376895351267203
Total_min_de_ejercicio_diario,0.23716224283445353,0.06489821562957411,0.2212969250607929,-0.2212969250607929,0.7588268717386699,1.0,0.4388559204245119,0.44844443452310917,-0.11426328970129684,0.13678527455832376,0.10599538212485704,-0.04070042145914075
distancia_caminada_en_km,0.6092814843926428,0.016758066388852993,0.5163115125655787,-0.5163115125655787,0.7309077973064224,0.4388559204245119,1.0,0.9141642278349487,-0.21231911893141883,0.4623209863325759,-0.014795099387499313,-0.03508336584380813
Numero_pasos_por_dia,0.6303757971758911,0.008980447191194436,0.531142318524238,-0.531142318524238,0.763791774888172,0.44844443452310917,0.9141642278349487,1.0,-0.1977827633377837,0.44260512537497937,-0.036255870588255475,-0.03843464447545504
FCr_promedio_diario,-0.2995074754814929,-0.10368985541264306,-0.27352527898213824,0.27352527898213824,-0.15920821191874474,-0.11426328970129684,-0.21231911893141883,-0.1977827633377837,1.0,-0.1185406926162135,-0.08585780526178116,0.03235206383979062
Gasto_calorico_activo,0.415159018881765,0.12648519702574595,0.40507540798491515,-0.40507540798491515,0.3185190582828874,0.13678527455832376,0.4623209863325759,0.44260512537497937,-0.1185406926162135,1.0,0.0012441358086211745,-0.006177481299395029
HRV_SDNN,0.05822773521872725,0.09683261291952426,0.09370467581277646,-0.09370467581277646,0.05136897951932453,0.10599538212485704,-0.014795099387499313,-0.036255870588255475,-0.08585780526178116,0.0012441358086211745,1.0,-0.22052381742226612
FC_al_caminar_promedio_diario,-0.03830064665418006,-0.03342081137461441,-0.04731613079493519,0.04731613079493519,-0.05376895351267203,-0.04070042145914075,-0.03508336584380813,-0.03843464447545504,0.03235206383979062,-0.006177481299395029,-0.22052381742226612,1.0
