,Numero_horas_con_deambulacion,Numero_horas_estacionarias,Total_hrs_monitorizadas,Hrs_sin_registro,min_totales_en_movimiento,Total_min_de_ejercicio_diario,distancia_caminada_en_km,Numero_pasos_por_dia,FCr_promedio_diario,Gasto_calorico_activo,HRV_SDNN,FC_al_caminar_promedio_diario
Numero_horas_con_deambulacion,1.0,-0.37125759829873944,0.8139788046547682,-0.8139788046547682,0.6754974005062571,0.34245645767963967,0.6349661013854964,0.6538076809926261,-0.1827411951612681,0.654380803930798,0.3770325672095403,0.01143451856760685
Numero_horas_estacionarias,-0.37125759829873944,1.0,0.11018247997174764,-0.11018247997174764,-0.2254391669272402,-0.12447792891107573,-0.22019696628406088,-0.21474379674526733,0.07759320555431366,-0.19480303810186164,-0.02918315350318059,-0.018989077997453644
Total_hrs_monitorizadas,0.8139788046547682,0.11018247997174764,1.0,-1.0,0.46703977478305525,0.15988650567566173,0.4094884590307009,0.4365310749037019,-0.24901027406436374,0.4645408787227227,0.40446749247474156,0.0025537314120350593
Hrs_sin_registro,-0.8139788046547682,-0.11018247997174764,-1.0,1.0,-0.46703977478305525,-0.15988650567566173,-0.4094884590307009,-0.4365310749037019,0.24901027406436374,-0.4645408787227227,-0.40446749247474156,-0.0025537314120350593
min_totales_en_movimiento,0.6754974005062571,-0.2254391669272402,0.46703977478305525,-0.46703977478305525,1.0,0.7134443628978212,0.9455161338125027,0.9594974440561287,-0.04541000249119017,0.8562096629831744,0.16094549588813895,0.11084389870195276
Total_min_de_ejercicio_diario,0.34245645767963967,-0.12447792891107573,0.15988650567566173,-0.15988650567566173,0.7134443628978212,1.0,0.7683433231905116,0.7388120054791517,0.17564886502769267,0.7325758808517862,-0.007406521914533186,0.1344444824757765
distancia_caminada_en_km,0.6349661013854964,-0.22019696628406088,0.4094884590307009,-0.4094884590307009,0.9455161338125027,0.7683433231905116,1.0,0.9921450876771559,0.044079753273839374,0.885062465484033,0.11817832450224065,0.07506143719283016
Numero_pasos_por_dia,0.6538076809926261,-0.21474379674526733,0.4365310749037019,-0.4365310749037019,0.9594974440561287,0.7388120054791517,0.9921450876771559,1.0,0.014596743694949546,0.885590803635676,0.12528823996009902,0.07792435739345413
FCr_promedio_diario,-0.1827411951612681,0.07759320555431366,-0.24901027406436374,0.24901027406436374,-0.04541000249119017,0.17564886502769267,0.044079753273839374,0.014596743694949546,1.0,-0.03975149967181375,-0.3355642230071554,0.28288825609367857
Gasto_calorico_activo,0.654380803930798,-0.19480303810186164,0.4645408787227227,-0.4645408787227227,0.8562096629831744,0.7325758808517862,0.885062465484033,0.885590803635676,-0.03975149967181375,1.0,0.13673695079670006,-0.06118924450739164
HRV_SDNN,0.3770325672095403,-0.02918315350318059,0.40446749247474156,-0.40446749247474156,0.16094549588813895,-0.007406521914533186,0.11817832450224065,0.12528823996009902,-0.3355642230071554,0.13673695079670006,1.0,-0.25685655933130647
FC_al_caminar_promedio_diario,0.01143451856760685,-0.018989077997453644,0.0025537314120350593,-0.0025537314120350593,0.11084389870195276,0.1344444824757765,0.07506143719283016,0.07792435739345413,0.28288825609367857,-0.06118924450739164,-0.25685655933130647,1.0
