,Numero_horas_con_deambulacion,Numero_horas_estacionarias,Total_hrs_monitorizadas,Hrs_sin_registro,min_totales_en_movimiento,Total_min_de_ejercicio_diario,distancia_caminada_en_km,Numero_pasos_por_dia,FCr_promedio_diario,Gasto_calorico_activo,HRV_SDNN,FC_al_caminar_promedio_diario
Numero_horas_con_deambulacion,1.0,0.3419350942329943,0.8615437949103965,-0.8615437949103963,0.5956992902261655,-0.02526918681586887,0.5461074154211019,0.5913930112682972,-0.4530477153460574,0.419108967278703,0.13963296410909878,-0.07744516306330898
Numero_horas_estacionarias,0.3419350942329943,1.0,0.7710783610915396,-0.7710783610915395,0.0887326600997516,-0.13465353578647374,0.07188930842414565,0.07436644432001115,-0.509541468414505,0.08578186793163578,0.2996738852373719,-0.058839600259734365
Total_hrs_monitorizadas,0.8615437949103965,0.7710783610915396,1.0,-1.0,0.4525196314607104,-0.08797019739498137,0.41189227508537624,0.4431381946157798,-0.5871650406760712,0.33458579360684054,0.25807172922147303,-0.08542626030035676
Hrs_sin_registro,-0.8615437949103963,-0.7710783610915395,-1.0,1.0,-0.4525196314607103,0.08797019739498148,-0.41189227508537607,-0.44313819461577975,0.5871650406760713,-0.3345857936068404,-0.2580717292214728,0.08542626030035659
min_totales_en_movimiento,0.5956992902261655,0.0887326600997516,0.4525196314607104,-0.4525196314607103,1.0,0.36290791685186896,0.7257302190413275,0.8499793131045766,-0.13687998291733727,0.4488480879675381,-0.05505009581736753,0.024093605529911754
Total_min_de_ejercicio_diario,-0.02526918681586887,-0.13465353578647374,-0.08797019739498137,0.08797019739498148,0.36290791685186896,1.0,0.10897019594050736,0.3227472320723178,0.11072826052397393,0.05011055447037899,-0.1432547497669174,0.11461460660466018
distancia_caminada_en_km,0.5461074154211019,0.07188930842414565,0.41189227508537624,-0.41189227508537607,0.7257302190413275,0.10897019594050736,1.0,0.8560509325416477,-0.17055742651921296,0.6753930284574541,-0.029711476092249393,0.0022253962207794404
Numero_pasos_por_dia,0.5913930112682972,0.07436644432001115,0.4431381946157798,-0.44313819461577975,0.8499793131045766,0.3227472320723178,0.8560509325416477,1.0,-0.169299593084505,0.5002718823546336,-0.032133186605013964,-0.0032542479921704934
FCr_promedio_diario,-0.4530477153460574,-0.509541468414505,-0.5871650406760712,0.5871650406760713,-0.13687998291733727,0.11072826052397393,-0.17055742651921296,-0.169299593084505,1.0,-0.096898715184336,-0.5005617677843776,0.3082422823793077
Gasto_calorico_activo,0.419108967278703,0.08578186793163578,0.33458579360684054,-0.3345857936068404,0.4488480879675381,0.05011055447037899,0.6753930284574541,0.5002718823546336,-0.096898715184336,1.0,-0.023499680108581188,-0.0071303406205792865
HRV_SDNN,0.13963296410909878,0.2996738852373719,0.25807172922147303,-0.2580717292214728,-0.05505009581736753,-0.1432547497669174,-0.029711476092249393,-0.032133186605013964,-0.5005617677843776,-0.023499680108581188,1.0,-0.2752138133929297
FC_al_caminar_promedio_diario,-0.07744516306330898,-0.058839600259734365,-0.08542626030035676,0.08542626030035659,0.024093605529911754,0.11461460660466018,0.0022253962207794404,-0.0032542479921704934,0.3082422823793077,-0.0071303406205792865,-0.2752138133929297,1.0
