,Numero_horas_con_deambulacion,Numero_horas_estacionarias,Total_hrs_monitorizadas,Hrs_sin_registro,min_totales_en_movimiento,Total_min_de_ejercicio_diario,distancia_caminada_en_km,Numero_pasos_por_dia,FCr_promedio_diario,Gasto_calorico_activo,HRV_SDNN,FC_al_caminar_promedio_diario
Numero_horas_con_deambulacion,1.0,-0.17132471925839204,0.8201336399514799,-0.8201336399514799,0.6690044981363251,0.3885300067904448,0.7040035196283794,0.7013590683188278,-0.1750400566328206,0.6431694045450264,0.06053991974701992,-0.056373435595451396
Numero_horas_estacionarias,-0.17132471925839204,1.0,0.3187348251221609,-0.3187348251221609,-0.1203594839053045,0.002268869163057411,-0.07993497698362799,-0.0771782783845786,-0.1896227732028713,0.07200981310687264,0.021163855425277128,-0.04904207631494724
Total_hrs_monitorizadas,0.8201336399514799,0.3187348251221609,1.0,-1.0,0.5663663108914947,0.39254772109511665,0.6020805268215368,0.6036097091355709,-0.25163581208632163,0.6234264417644688,0.08837138457064406,-0.08457784755037376
Hrs_sin_registro,-0.8201336399514799,-0.3187348251221609,-1.0,1.0,-0.5663663108914947,-0.39254772109511665,-0.6020805268215368,-0.6036097091355709,0.25163581208632163,-0.6234264417644688,-0.08837138457064406,0.08457784755037376
min_totales_en_movimiento,0.6690044981363251,-0.1203594839053045,0.5663663108914947,-0.5663663108914947,1.0,0.5892356258980961,0.8057165868427194,0.820359939893965,-0.20293676147536024,0.6252639900416814,0.01871252388578562,-0.06429329773134876
Total_min_de_ejercicio_diario,0.3885300067904448,0.002268869163057411,0.39254772109511665,-0.39254772109511665,0.5892356258980961,1.0,0.4640036388575727,0.46986725955696107,-0.14249882850029233,0.4086144949184278,0.03128647261848741,-0.02631152261254449
distancia_caminada_en_km,0.7040035196283794,-0.07993497698362799,0.6020805268215368,-0.6020805268215368,0.8057165868427194,0.4640036388575727,1.0,0.9811560886382983,-0.14982876389103864,0.7326839313001737,-0.005651874928128912,-0.061208803637352066
Numero_pasos_por_dia,0.7013590683188278,-0.0771782783845786,0.6036097091355709,-0.6036097091355709,0.820359939893965,0.46986725955696107,0.9811560886382983,1.0,-0.15841852962398556,0.7200262039568661,0.0017381614620345573,-0.07549833524609752
FCr_promedio_diario,-0.1750400566328206,-0.1896227732028713,-0.25163581208632163,0.25163581208632163,-0.20293676147536024,-0.14249882850029233,-0.14982876389103864,-0.15841852962398556,1.0,-0.20886878174415832,-0.34978766471576533,0.3837859941964113
Gasto_calorico_activo,0.6431694045450264,0.07200981310687264,0.6234264417644688,-0.6234264417644688,0.6252639900416814,0.4086144949184278,0.7326839313001737,0.7200262039568661,-0.20886878174415832,1.0,0.0028310984785015936,-0.06247031297035933
HRV_SDNN,0.06053991974701992,0.021163855425277128,0.08837138457064406,-0.08837138457064406,0.01871252388578562,0.03128647261848741,-0.005651874928128912,0.0017381614620345573,-0.34978766471576533,0.0028310984785015936,1.0,-0.22031652257129852
FC_al_caminar_promedio_diario,-0.056373435595451396,-0.04904207631494724,-0.08457784755037376,0.08457784755037376,-0.06429329773134876,-0.02631152261254449,-0.061208803637352066,-0.07549833524609752,0.3837859941964113,-0.06247031297035933,-0.22031652257129852,1.0
