,Numero_horas_con_deambulacion,Numero_horas_estacionarias,Total_hrs_monitorizadas,Hrs_sin_registro,min_totales_en_movimiento,Total_min_de_ejercicio_diario,distancia_caminada_en_km,Numero_pasos_por_dia,FCr_promedio_diario,Gasto_calorico_activo,HRV_SDNN,FC_al_caminar_promedio_diario
Numero_horas_con_deambulacion,1.0,0.0684228401240042,0.8519685580401766,-0.8519685580401766,0.5798240664939799,0.33901295399923104,0.6281253592244839,0.6497813532205974,-0.34315864783083205,0.5478436996411347,0.06384457423920775,-0.047290792623508125
Numero_horas_estacionarias,0.0684228401240042,1.0,0.49107065920620196,-0.49107065920620196,0.07005347739151838,0.10005864964919996,0.07896895079727459,0.08222755544450792,-0.15094080552453001,0.18599575753487135,0.0895791304708021,0.0033793077402806083
Total_hrs_monitorizadas,0.8519685580401766,0.49107065920620196,1.0,-1.0,0.5206240472928104,0.32678377114878515,0.5633633626483684,0.5845217065174994,-0.30588608409050494,0.5464990984595554,0.11092720389121781,-0.050482826686646734
Hrs_sin_registro,-0.8519685580401766,-0.49107065920620196,-1.0,1.0,-0.5206240472928104,-0.32678377114878515,-0.5633633626483684,-0.5845217065174994,0.30588608409050494,-0.5464990984595554,-0.11092720389121781,0.050482826686646734
min_totales_en_movimiento,0.5798240664939799,0.07005347739151838,0.5206240472928104,-0.5206240472928104,1.0,0.7532212540917098,0.8623630941112428,0.8790118874798096,-0.21644313031806472,0.4722594692625315,0.026019961751875993,-0.07025142198969431
Total_min_de_ejercicio_diario,0.33901295399923104,0.10005864964919996,0.32678377114878515,-0.32678377114878515,0.7532212540917098,1.0,0.599302822546465,0.60195107728309,-0.12318405446060028,0.29776628751105844,0.09988041306308136,-0.029622588311434744
distancia_caminada_en_km,0.6281253592244839,0.07896895079727459,0.5633633626483684,-0.5633633626483684,0.8623630941112428,0.599302822546465,1.0,0.9514710937710861,-0.24142550067491547,0.5660215911069482,-0.01420886121923441,-0.07630030103669719
Numero_pasos_por_dia,0.6497813532205974,0.08222755544450792,0.5845217065174994,-0.5845217065174994,0.8790118874798096,0.60195107728309,0.9514710937710861,1.0,-0.23702768719447423,0.5626914775317662,-0.025948397411517225,-0.0887584266325493
FCr_promedio_diario,-0.34315864783083205,-0.15094080552453001,-0.30588608409050494,0.30588608409050494,-0.21644313031806472,-0.12318405446060028,-0.24142550067491547,-0.23702768719447423,1.0,-0.18675762844569072,-0.13275501885975025,0.06438514913089803
Gasto_calorico_activo,0.5478436996411347,0.18599575753487135,0.5464990984595554,-0.5464990984595554,0.4722594692625315,0.29776628751105844,0.5660215911069482,0.5626914775317662,-0.18675762844569072,1.0,0.0030215173794323744,-0.039100508399681384
HRV_SDNN,0.06384457423920775,0.0895791304708021,0.11092720389121781,-0.11092720389121781,0.026019961751875993,0.09988041306308136,-0.01420886121923441,-0.025948397411517225,-0.13275501885975025,0.0030215173794323744,1.0,-0.19491814608080055
FC_al_caminar_promedio_diario,-0.047290792623508125,0.0033793077402806083,-0.050482826686646734,0.050482826686646734,-0.07025142198969431,-0.029622588311434744,-0.07630030103669719,-0.0887584266325493,0.06438514913089803,-0.039100508399681384,-0.19491814608080055,1.0
