archivo,var1,var2,pearson,spearman,abs_pearson
DB_final_v3_u1,Total_hrs_monitorizadas,Hrs_sin_registro,-1.0,-1.0,1.0
DB_final_v3_u1,distancia_caminada_en_km,Numero_pasos_por_dia,0.8866055944614376,0.9811560886382983,0.8866055944614376
DB_final_v3_u1,Numero_horas_con_deambulacion,Hrs_sin_registro,-0.875793034996676,-0.8201336399514799,0.875793034996676
DB_final_v3_u1,Numero_horas_con_deambulacion,Total_hrs_monitorizadas,0.875793034996676,0.8201336399514799,0.875793034996676
DB_final_v3_u1,min_totales_en_movimiento,Numero_pasos_por_dia,0.7710209596505936,0.820359939893965,0.7710209596505936
DB_final_v3_u1,min_totales_en_movimiento,distancia_caminada_en_km,0.7109192057491814,0.8057165868427194,0.7109192057491814
DB_final_v3_u1,min_totales_en_movimiento,Total_min_de_ejercicio_diario,0.7019167080278456,0.5892356258980961,0.7019167080278456
DB_final_v3_u1,distancia_caminada_en_km,Gasto_calorico_activo,0.6924013593039727,0.7326839313001737,0.6924013593039727
DB_final_v3_u1,Numero_horas_con_deambulacion,distancia_caminada_en_km,0.6665057351405078,0.7040035196283794,0.6665057351405078
DB_final_v3_u1,Numero_horas_con_deambulacion,Numero_pasos_por_dia,0.6638496456833772,0.7013590683188278,0.6638496456833772
