usuario_id,semana_inicio,dias_monitoreados,dias_faltantes,max_run_faltantes,pct_imputada_FC_walk,flag_baja_cobertura
u4,2024-11-05,2,5,5,50.0,1
u4,2024-11-12,7,0,0,14.285714285714285,0
u4,2024-11-19,7,0,0,14.285714285714285,0
u4,2024-11-26,7,0,0,0.0,0
u4,2024-12-03,7,0,0,0.0,0
u4,2024-12-10,7,0,0,14.285714285714285,0
u4,2024-12-17,7,0,0,14.285714285714285,0
u4,2024-12-24,7,0,0,14.285714285714285,0
u4,2024-12-31,7,0,0,14.285714285714285,0
u4,2025-01-07,7,0,0,0.0,0
u4,2025-01-14,7,0,0,0.0,0
u4,2025-01-21,7,0,0,14.285714285714285,0
u4,2025-01-28,7,0,0,14.285714285714285,0
u4,2025-02-04,7,0,0,14.285714285714285,0
u4,2025-02-11,3,4,4,0.0,0
