usuario_id,semana_inicio,dias_monitoreados,dias_faltantes,max_run_faltantes,pct_imputada_FC_walk,flag_baja_cobertura
u6,2019-04-30,2,5,5,50.0,1
u6,2019-05-07,7,0,0,28.57142857142857,0
u6,2019-05-14,7,0,0,42.85714285714285,0
u6,2019-05-21,7,0,0,14.285714285714285,0
u6,2019-05-28,7,0,0,28.57142857142857,0
u6,2019-06-04,6,1,1,16.666666666666664,0
u6,2019-06-11,7,0,0,42.85714285714285,0
u6,2019-06-18,7,0,0,14.285714285714285,0
u6,2019-06-25,7,0,0,42.85714285714285,0
u6,2019-07-02,6,1,1,50.0,0
u6,2019-07-09,7,0,0,57.14285714285714,0
u6,2019-07-16,7,0,0,42.85714285714285,0
u6,2019-07-23,7,0,0,14.285714285714285,0
u6,2019-07-30,7,0,0,42.85714285714285,0
u6,2019-08-06,7,0,0,42.85714285714285,0
u6,2019-08-13,6,1,1,50.0,0
u6,2019-08-20,6,1,1,33.33333333333333,0
u6,2019-08-27,7,0,0,42.85714285714285,0
u6,2019-09-03,7,0,0,42.85714285714285,0
u6,2019-09-10,6,1,1,66.66666666666666,0
u6,2019-09-17,7,0,0,42.85714285714285,0
u6,2019-09-24,6,1,1,16.666666666666664,0
u6,2019-10-01,7,0,0,57.14285714285714,0
u6,2019-10-08,7,0,0,28.57142857142857,0
u6,2019-10-15,7,0,0,71.42857142857143,0
u6,2019-10-22,7,0,0,71.42857142857143,0
u6,2019-10-29,6,1,1,33.33333333333333,0
u6,2019-11-05,7,0,0,57.14285714285714,0
u6,2019-11-12,7,0,0,28.57142857142857,0
u6,2019-11-19,6,1,1,50.0,0
u6,2019-11-26,4,3,3,50.0,0
u6,2019-12-03,7,0,0,57.14285714285714,0
u6,2019-12-10,5,2,2,0.0,0
u6,2019-12-17,7,0,0,71.42857142857143,0
u6,2019-12-24,5,2,2,40.0,0
u6,2019-12-31,7,0,0,71.42857142857143,0
u6,2020-01-07,7,0,0,0.0,0
u6,2020-01-14,5,2,2,60.0,0
u6,2020-01-21,6,1,1,33.33333333333333,0
u6,2020-01-28,6,1,1,33.33333333333333,0
u6,2020-02-04,5,2,2,20.0,0
u6,2020-02-11,7,0,0,42.85714285714285,0
u6,2020-02-18,7,0,0,71.42857142857143,0
u6,2020-02-25,7,0,0,28.57142857142857,0
u6,2020-03-03,7,0,0,28.57142857142857,0
u6,2020-03-10,7,0,0,42.85714285714285,0
u6,2020-03-17,7,0,0,28.57142857142857,0
u6,2020-03-24,6,1,1,16.666666666666664,0
u6,2020-03-31,6,1,1,33.33333333333333,0
u6,2020-04-07,6,1,1,33.33333333333333,0
u6,2020-04-14,6,1,1,33.33333333333333,0
u6,2020-04-21,5,2,2,80.0,0
u6,2020-04-28,2,5,5,50.0,1
u6,2020-05-05,7,0,0,42.85714285714285,0
u6,2020-05-12,7,0,0,71.42857142857143,0
u6,2020-05-19,6,1,1,50.0,0
u6,2020-05-26,7,0,0,28.57142857142857,0
u6,2020-06-02,6,1,1,50.0,0
u6,2020-06-09,7,0,0,57.14285714285714,0
u6,2020-06-16,7,0,0,42.85714285714285,0
u6,2020-06-23,7,0,0,28.57142857142857,0
u6,2020-06-30,7,0,0,42.85714285714285,0
u6,2020-07-07,5,2,2,20.0,0
u6,2020-07-14,7,0,0,14.285714285714285,0
u6,2020-07-21,6,1,1,16.666666666666664,0
u6,2020-07-28,7,0,0,42.85714285714285,0
u6,2020-08-04,7,0,0,42.85714285714285,0
u6,2020-08-11,7,0,0,42.85714285714285,0
u6,2020-08-18,7,0,0,42.85714285714285,0
u6,2020-08-25,6,1,1,33.33333333333333,0
u6,2020-09-01,6,1,1,50.0,0
u6,2020-09-08,7,0,0,42.85714285714285,0
u6,2020-09-15,7,0,0,28.57142857142857,0
u6,2020-09-22,7,0,0,28.57142857142857,0
u6,2020-09-29,7,0,0,42.85714285714285,0
u6,2020-10-06,7,0,0,28.57142857142857,0
u6,2020-10-13,7,0,0,28.57142857142857,0
u6,2020-10-20,7,0,0,57.14285714285714,0
u6,2020-10-27,7,0,0,28.57142857142857,0
u6,2020-11-03,7,0,0,28.57142857142857,0
u6,2020-11-10,7,0,0,57.14285714285714,0
u6,2020-11-17,2,5,5,50.0,1
u6,2020-11-24,7,0,0,42.85714285714285,0
u6,2020-12-01,6,1,1,50.0,0
u6,2020-12-08,7,0,0,28.57142857142857,0
u6,2020-12-15,7,0,0,28.57142857142857,0
u6,2020-12-22,6,1,1,33.33333333333333,0
u6,2020-12-29,7,0,0,0.0,0
u6,2021-01-05,7,0,0,28.57142857142857,0
u6,2021-01-12,7,0,0,28.57142857142857,0
u6,2021-01-19,7,0,0,28.57142857142857,0
u6,2021-01-26,7,0,0,42.85714285714285,0
u6,2021-02-02,7,0,0,42.85714285714285,0
u6,2021-02-09,6,1,1,16.666666666666664,0
u6,2021-02-16,7,0,0,42.85714285714285,0
u6,2021-02-23,5,2,2,0.0,0
u6,2021-03-02,6,1,1,50.0,0
u6,2021-03-09,7,0,0,28.57142857142857,0
u6,2021-03-16,7,0,0,28.57142857142857,0
u6,2021-03-23,7,0,0,28.57142857142857,0
u6,2021-03-30,7,0,0,42.85714285714285,0
u6,2021-04-06,7,0,0,14.285714285714285,0
u6,2021-04-13,7,0,0,42.85714285714285,0
u6,2021-04-20,7,0,0,28.57142857142857,0
u6,2021-04-27,7,0,0,71.42857142857143,0
u6,2021-05-04,7,0,0,28.57142857142857,0
u6,2021-05-11,7,0,0,42.85714285714285,0
u6,2021-05-18,7,0,0,42.85714285714285,0
u6,2021-05-25,6,1,1,50.0,0
u6,2021-06-01,7,0,0,28.57142857142857,0
u6,2021-06-08,7,0,0,42.85714285714285,0
u6,2021-06-15,7,0,0,28.57142857142857,0
u6,2021-06-22,7,0,0,28.57142857142857,0
u6,2021-06-29,7,0,0,42.85714285714285,0
u6,2021-07-06,7,0,0,14.285714285714285,0
u6,2021-07-13,6,1,1,50.0,0
u6,2021-07-20,7,0,0,42.85714285714285,0
u6,2021-07-27,7,0,0,42.85714285714285,0
u6,2021-08-03,7,0,0,57.14285714285714,0
u6,2021-08-10,7,0,0,42.85714285714285,0
u6,2021-08-17,7,0,0,42.85714285714285,0
u6,2021-08-24,5,2,2,40.0,0
u6,2021-08-31,7,0,0,14.285714285714285,0
u6,2021-09-07,6,1,1,16.666666666666664,0
u6,2021-09-14,7,0,0,42.85714285714285,0
u6,2021-09-21,7,0,0,42.85714285714285,0
u6,2021-09-28,7,0,0,57.14285714285714,0
u6,2021-10-05,7,0,0,28.57142857142857,0
u6,2021-10-12,7,0,0,42.85714285714285,0
u6,2021-10-19,7,0,0,42.85714285714285,0
u6,2021-10-26,7,0,0,42.85714285714285,0
u6,2021-11-02,7,0,0,28.57142857142857,0
u6,2021-11-09,7,0,0,42.85714285714285,0
u6,2021-11-16,7,0,0,28.57142857142857,0
u6,2021-11-23,7,0,0,42.85714285714285,0
u6,2021-11-30,7,0,0,28.57142857142857,0
u6,2021-12-07,6,1,1,50.0,0
u6,2021-12-14,5,2,2,40.0,0
u6,2021-12-21,7,0,0,42.85714285714285,0
u6,2021-12-28,7,0,0,14.285714285714285,0
u6,2022-01-04,7,0,0,42.85714285714285,0
u6,2022-01-11,6,1,1,33.33333333333333,0
u6,2022-01-18,5,2,2,40.0,0
u6,2022-01-25,5,2,2,40.0,0
u6,2022-02-01,5,2,2,40.0,0
u6,2022-02-08,4,3,3,25.0,0
u6,2022-02-15,5,2,2,0.0,0
u6,2022-02-22,7,0,0,42.85714285714285,0
u6,2022-03-01,5,2,2,20.0,0
u6,2022-03-08,7,0,0,28.57142857142857,0
u6,2022-03-15,7,0,0,28.57142857142857,0
u6,2022-03-22,6,1,1,66.66666666666666,0
u6,2022-03-29,7,0,0,42.85714285714285,0
u6,2022-04-05,7,0,0,42.85714285714285,0
u6,2022-04-12,7,0,0,14.285714285714285,0
u6,2022-04-19,5,2,2,20.0,0
u6,2022-04-26,7,0,0,57.14285714285714,0
u6,2022-05-03,7,0,0,14.285714285714285,0
u6,2022-05-10,6,1,1,33.33333333333333,0
u6,2022-05-17,7,0,0,14.285714285714285,0
u6,2022-05-24,7,0,0,28.57142857142857,0
u6,2022-05-31,7,0,0,28.57142857142857,0
u6,2022-06-07,7,0,0,14.285714285714285,0
u6,2022-06-14,6,1,1,16.666666666666664,0
u6,2022-06-21,6,1,1,33.33333333333333,0
u6,2022-06-28,6,1,1,33.33333333333333,0
u6,2022-07-05,6,1,1,33.33333333333333,0
u6,2022-07-12,7,0,0,28.57142857142857,0
u6,2022-07-19,7,0,0,28.57142857142857,0
u6,2022-07-26,7,0,0,14.285714285714285,0
u6,2022-08-02,7,0,0,14.285714285714285,0
u6,2022-08-09,7,0,0,28.57142857142857,0
u6,2022-08-16,7,0,0,14.285714285714285,0
u6,2022-08-23,7,0,0,28.57142857142857,0
u6,2022-08-30,7,0,0,28.57142857142857,0
u6,2022-09-06,6,1,1,66.66666666666666,0
u6,2022-09-13,7,0,0,42.85714285714285,0
u6,2022-09-20,7,0,0,42.85714285714285,0
u6,2022-09-27,6,1,1,33.33333333333333,0
u6,2022-10-04,7,0,0,28.57142857142857,0
u6,2022-10-11,6,1,1,33.33333333333333,0
u6,2022-10-18,7,0,0,28.57142857142857,0
u6,2022-10-25,7,0,0,42.85714285714285,0
u6,2022-11-01,7,0,0,14.285714285714285,0
u6,2022-11-08,6,1,1,33.33333333333333,0
u6,2022-11-15,5,2,2,40.0,0
u6,2022-11-22,6,1,1,33.33333333333333,0
u6,2022-11-29,6,1,1,33.33333333333333,0
u6,2022-12-06,5,2,2,0.0,0
u6,2022-12-13,7,0,0,42.85714285714285,0
u6,2022-12-20,7,0,0,14.285714285714285,0
u6,2022-12-27,7,0,0,28.57142857142857,0
u6,2023-01-03,7,0,0,28.57142857142857,0
u6,2023-01-10,7,0,0,42.85714285714285,0
u6,2023-01-17,7,0,0,42.85714285714285,0
u6,2023-01-24,7,0,0,28.57142857142857,0
u6,2023-01-31,7,0,0,14.285714285714285,0
u6,2023-02-07,7,0,0,28.57142857142857,0
u6,2023-02-14,7,0,0,57.14285714285714,0
u6,2023-02-21,7,0,0,28.57142857142857,0
u6,2023-02-28,7,0,0,42.85714285714285,0
u6,2023-03-07,6,1,1,50.0,0
u6,2023-03-14,4,3,3,50.0,0
u6,2023-03-21,6,1,1,50.0,0
u6,2023-03-28,7,0,0,42.85714285714285,0
u6,2023-04-04,7,0,0,42.85714285714285,0
u6,2023-04-11,6,1,1,16.666666666666664,0
u6,2023-04-18,5,2,2,40.0,0
u6,2023-04-25,7,0,0,42.85714285714285,0
u6,2023-05-02,4,3,3,50.0,0
u6,2023-05-09,6,1,1,16.666666666666664,0
u6,2023-05-16,5,2,2,60.0,0
u6,2023-05-23,6,1,1,33.33333333333333,0
u6,2023-05-30,4,3,3,0.0,0
u6,2023-06-06,6,1,1,50.0,0
u6,2023-06-13,5,2,2,20.0,0
u6,2023-06-20,6,1,1,33.33333333333333,0
u6,2023-06-27,6,1,1,33.33333333333333,0
u6,2023-07-04,7,0,0,28.57142857142857,0
u6,2023-07-11,7,0,0,57.14285714285714,0
u6,2023-07-18,7,0,0,14.285714285714285,0
u6,2023-07-25,7,0,0,42.85714285714285,0
u6,2023-08-01,6,1,1,33.33333333333333,0
u6,2023-08-08,6,1,1,33.33333333333333,0
u6,2023-08-15,5,2,2,20.0,0
u6,2023-08-22,6,1,1,33.33333333333333,0
u6,2023-08-29,7,0,0,57.14285714285714,0
u6,2023-09-05,7,0,0,14.285714285714285,0
u6,2023-09-12,5,2,2,40.0,0
u6,2023-09-19,4,3,3,25.0,0
u6,2023-09-26,4,3,3,50.0,0
u6,2023-10-03,6,1,1,16.666666666666664,0
u6,2023-10-10,5,2,2,20.0,0
u6,2023-10-17,6,1,1,33.33333333333333,0
u6,2023-10-24,6,1,1,16.666666666666664,0
u6,2023-10-31,7,0,0,57.14285714285714,0
u6,2023-11-07,7,0,0,14.285714285714285,0
u6,2023-11-14,5,2,2,40.0,0
u6,2023-11-21,5,2,2,60.0,0
u6,2023-11-28,6,1,1,16.666666666666664,0
u6,2023-12-05,7,0,0,57.14285714285714,0
u6,2023-12-12,5,2,2,40.0,0
u6,2023-12-19,6,1,1,33.33333333333333,0
u6,2023-12-26,6,1,1,16.666666666666664,0
u6,2024-01-02,7,0,0,57.14285714285714,0
u6,2024-01-09,6,1,1,50.0,0
u6,2024-01-16,4,3,3,75.0,0
u6,2024-01-23,2,5,5,50.0,1
u6,2024-01-30,2,5,5,0.0,1
u6,2024-02-06,5,2,2,40.0,0
u6,2024-02-13,6,1,1,50.0,0
u6,2024-02-20,5,2,2,40.0,0
u6,2024-02-27,4,3,3,0.0,0
u6,2024-03-05,6,1,1,50.0,0
u6,2024-03-12,4,3,3,25.0,0
u6,2024-03-19,3,4,4,33.33333333333333,0
u6,2024-03-26,5,2,2,60.0,0
u6,2024-04-02,6,1,1,33.33333333333333,0
u6,2024-04-09,5,2,2,60.0,0
u6,2024-04-16,5,2,2,60.0,0
u6,2024-04-23,3,4,4,33.33333333333333,0
u6,2024-04-30,4,3,3,50.0,0
u6,2024-05-07,7,0,0,57.14285714285714,0
u6,2024-05-14,7,0,0,28.57142857142857,0
u6,2024-05-21,6,1,1,50.0,0
u6,2024-05-28,7,0,0,42.85714285714285,0
u6,2024-06-04,5,2,2,60.0,0
