usuario_id,semana_inicio,dias_monitoreados,dias_faltantes,max_run_faltantes,pct_imputada_FC_walk,flag_baja_cobertura
u8,2021-06-22,4,3,3,25.0,0
u8,2021-06-29,7,0,0,28.57142857142857,0
u8,2021-07-06,7,0,0,28.57142857142857,0
u8,2021-07-13,7,0,0,28.57142857142857,0
u8,2021-07-20,7,0,0,42.85714285714285,0
u8,2021-07-27,7,0,0,42.85714285714285,0
u8,2021-08-03,7,0,0,28.57142857142857,0
u8,2021-08-10,7,0,0,57.14285714285714,0
u8,2021-08-17,7,0,0,14.285714285714285,0
u8,2021-08-24,7,0,0,28.57142857142857,0
u8,2021-08-31,7,0,0,57.14285714285714,0
u8,2021-09-07,7,0,0,42.85714285714285,0
u8,2021-09-14,7,0,0,42.85714285714285,0
u8,2021-09-21,7,0,0,57.14285714285714,0
u8,2021-09-28,7,0,0,42.85714285714285,0
u8,2021-10-05,7,0,0,57.14285714285714,0
u8,2021-10-12,7,0,0,57.14285714285714,0
u8,2021-10-19,7,0,0,28.57142857142857,0
u8,2021-10-26,7,0,0,28.57142857142857,0
u8,2021-11-02,7,0,0,42.85714285714285,0
u8,2021-11-09,7,0,0,57.14285714285714,0
u8,2021-11-16,7,0,0,42.85714285714285,0
u8,2021-11-23,7,0,0,42.85714285714285,0
u8,2021-11-30,7,0,0,42.85714285714285,0
u8,2021-12-07,7,0,0,57.14285714285714,0
u8,2021-12-14,7,0,0,42.85714285714285,0
u8,2021-12-21,7,0,0,28.57142857142857,0
u8,2021-12-28,7,0,0,28.57142857142857,0
u8,2022-01-04,7,0,0,28.57142857142857,0
u8,2022-01-11,7,0,0,28.57142857142857,0
u8,2022-01-18,7,0,0,28.57142857142857,0
u8,2022-01-25,7,0,0,14.285714285714285,0
u8,2022-02-01,7,0,0,28.57142857142857,0
u8,2022-02-08,7,0,0,14.285714285714285,0
u8,2022-02-15,7,0,0,14.285714285714285,0
u8,2022-02-22,7,0,0,28.57142857142857,0
u8,2022-03-01,7,0,0,14.285714285714285,0
u8,2022-03-08,7,0,0,28.57142857142857,0
u8,2022-03-15,7,0,0,14.285714285714285,0
u8,2022-03-22,7,0,0,28.57142857142857,0
u8,2022-03-29,7,0,0,28.57142857142857,0
u8,2022-04-05,7,0,0,28.57142857142857,0
u8,2022-04-12,7,0,0,42.85714285714285,0
u8,2022-04-19,7,0,0,14.285714285714285,0
u8,2022-04-26,7,0,0,14.285714285714285,0
u8,2022-05-03,7,0,0,28.57142857142857,0
u8,2022-05-10,7,0,0,28.57142857142857,0
u8,2022-05-17,7,0,0,14.285714285714285,0
u8,2022-05-24,7,0,0,14.285714285714285,0
u8,2022-05-31,7,0,0,0.0,0
u8,2022-06-07,7,0,0,28.57142857142857,0
u8,2022-06-14,7,0,0,14.285714285714285,0
u8,2022-06-21,7,0,0,14.285714285714285,0
u8,2022-06-28,7,0,0,28.57142857142857,0
u8,2022-07-05,7,0,0,14.285714285714285,0
u8,2022-07-12,7,0,0,14.285714285714285,0
u8,2022-07-19,7,0,0,0.0,0
u8,2022-07-26,7,0,0,28.57142857142857,0
u8,2022-08-02,7,0,0,14.285714285714285,0
u8,2022-08-09,7,0,0,14.285714285714285,0
u8,2022-08-16,7,0,0,14.285714285714285,0
u8,2022-08-23,7,0,0,14.285714285714285,0
u8,2022-08-30,7,0,0,28.57142857142857,0
u8,2022-09-06,7,0,0,0.0,0
u8,2022-09-13,7,0,0,14.285714285714285,0
u8,2022-09-20,7,0,0,28.57142857142857,0
u8,2022-09-27,7,0,0,14.285714285714285,0
u8,2022-10-04,7,0,0,0.0,0
u8,2022-10-11,7,0,0,42.85714285714285,0
u8,2022-10-18,7,0,0,28.57142857142857,0
u8,2022-10-25,7,0,0,14.285714285714285,0
u8,2022-11-01,7,0,0,14.285714285714285,0
u8,2022-11-08,7,0,0,14.285714285714285,0
u8,2022-11-15,7,0,0,28.57142857142857,0
u8,2022-11-22,7,0,0,14.285714285714285,0
u8,2022-11-29,7,0,0,0.0,0
u8,2022-12-06,7,0,0,28.57142857142857,0
u8,2022-12-13,7,0,0,28.57142857142857,0
u8,2022-12-20,7,0,0,14.285714285714285,0
u8,2022-12-27,7,0,0,14.285714285714285,0
u8,2023-01-03,7,0,0,14.285714285714285,0
u8,2023-01-10,7,0,0,14.285714285714285,0
u8,2023-01-17,7,0,0,14.285714285714285,0
u8,2023-01-24,7,0,0,14.285714285714285,0
u8,2023-01-31,7,0,0,0.0,0
u8,2023-02-07,7,0,0,42.85714285714285,0
u8,2023-02-14,7,0,0,14.285714285714285,0
u8,2023-02-21,7,0,0,14.285714285714285,0
u8,2023-02-28,7,0,0,14.285714285714285,0
u8,2023-03-07,7,0,0,14.285714285714285,0
u8,2023-03-14,7,0,0,0.0,0
u8,2023-03-21,7,0,0,14.285714285714285,0
u8,2023-03-28,7,0,0,14.285714285714285,0
u8,2023-04-04,7,0,0,14.285714285714285,0
u8,2023-04-11,7,0,0,28.57142857142857,0
u8,2023-04-18,7,0,0,28.57142857142857,0
u8,2023-04-25,7,0,0,42.85714285714285,0
u8,2023-05-02,7,0,0,42.85714285714285,0
u8,2023-05-09,7,0,0,14.285714285714285,0
u8,2023-05-16,7,0,0,0.0,0
u8,2023-05-23,7,0,0,28.57142857142857,0
u8,2023-05-30,7,0,0,42.85714285714285,0
u8,2023-06-06,7,0,0,28.57142857142857,0
u8,2023-06-13,7,0,0,14.285714285714285,0
u8,2023-06-20,7,0,0,42.85714285714285,0
u8,2023-06-27,7,0,0,0.0,0
u8,2023-07-04,7,0,0,14.285714285714285,0
u8,2023-07-11,7,0,0,0.0,0
u8,2023-07-18,7,0,0,28.57142857142857,0
u8,2023-07-25,7,0,0,28.57142857142857,0
u8,2023-08-01,7,0,0,14.285714285714285,0
u8,2023-08-08,7,0,0,0.0,0
u8,2023-08-15,7,0,0,28.57142857142857,0
u8,2023-08-22,7,0,0,14.285714285714285,0
u8,2023-08-29,7,0,0,14.285714285714285,0
u8,2023-09-05,7,0,0,14.285714285714285,0
u8,2023-09-12,7,0,0,14.285714285714285,0
u8,2023-09-19,7,0,0,0.0,0
u8,2023-09-26,7,0,0,0.0,0
u8,2023-10-03,7,0,0,14.285714285714285,0
u8,2023-10-10,7,0,0,0.0,0
u8,2023-10-17,7,0,0,0.0,0
u8,2023-10-24,7,0,0,0.0,0
u8,2023-10-31,7,0,0,0.0,0
u8,2023-11-07,7,0,0,14.285714285714285,0
u8,2023-11-14,7,0,0,0.0,0
u8,2023-11-21,7,0,0,0.0,0
u8,2023-11-28,7,0,0,14.285714285714285,0
u8,2023-12-05,7,0,0,0.0,0
u8,2023-12-12,7,0,0,0.0,0
u8,2023-12-19,7,0,0,0.0,0
u8,2023-12-26,7,0,0,0.0,0
u8,2024-01-02,7,0,0,0.0,0
u8,2024-01-09,7,0,0,0.0,0
u8,2024-01-16,7,0,0,0.0,0
u8,2024-01-23,7,0,0,0.0,0
u8,2024-01-30,7,0,0,0.0,0
u8,2024-02-06,7,0,0,0.0,0
u8,2024-02-13,7,0,0,0.0,0
u8,2024-02-20,7,0,0,0.0,0
u8,2024-02-27,7,0,0,0.0,0
u8,2024-03-05,7,0,0,28.57142857142857,0
u8,2024-03-12,7,0,0,0.0,0
u8,2024-03-19,7,0,0,0.0,0
u8,2024-03-26,7,0,0,28.57142857142857,0
u8,2024-04-02,7,0,0,0.0,0
u8,2024-04-09,7,0,0,0.0,0
u8,2024-04-16,7,0,0,0.0,0
u8,2024-04-23,7,0,0,0.0,0
u8,2024-04-30,7,0,0,0.0,0
u8,2024-05-07,7,0,0,0.0,0
u8,2024-05-14,7,0,0,0.0,0
u8,2024-05-21,7,0,0,0.0,0
u8,2024-05-28,7,0,0,14.285714285714285,0
u8,2024-06-04,7,0,0,0.0,0
u8,2024-06-11,7,0,0,14.285714285714285,0
u8,2024-06-18,7,0,0,0.0,0
u8,2024-06-25,7,0,0,0.0,0
u8,2024-07-02,7,0,0,0.0,0
u8,2024-07-09,7,0,0,0.0,0
u8,2024-07-16,7,0,0,0.0,0
u8,2024-07-23,7,0,0,14.285714285714285,0
u8,2024-07-30,7,0,0,14.285714285714285,0
u8,2024-08-06,7,0,0,14.285714285714285,0
u8,2024-08-13,7,0,0,14.285714285714285,0
u8,2024-08-20,7,0,0,14.285714285714285,0
u8,2024-08-27,7,0,0,0.0,0
u8,2024-09-03,7,0,0,14.285714285714285,0
u8,2024-09-10,7,0,0,0.0,0
u8,2024-09-17,7,0,0,0.0,0
u8,2024-09-24,7,0,0,14.285714285714285,0
u8,2024-10-01,7,0,0,14.285714285714285,0
u8,2024-10-08,7,0,0,0.0,0
u8,2024-10-15,7,0,0,0.0,0
u8,2024-10-22,7,0,0,14.285714285714285,0
u8,2024-10-29,7,0,0,14.285714285714285,0
u8,2024-11-05,7,0,0,0.0,0
u8,2024-11-12,7,0,0,14.285714285714285,0
u8,2024-11-19,7,0,0,14.285714285714285,0
u8,2024-11-26,7,0,0,0.0,0
u8,2024-12-03,7,0,0,0.0,0
u8,2024-12-10,7,0,0,14.285714285714285,0
u8,2024-12-17,7,0,0,0.0,0
u8,2024-12-24,7,0,0,14.285714285714285,0
u8,2024-12-31,7,0,0,0.0,0
u8,2025-01-07,7,0,0,14.285714285714285,0
u8,2025-01-14,7,0,0,0.0,0
u8,2025-01-21,7,0,0,0.0,0
u8,2025-01-28,7,0,0,14.285714285714285,0
u8,2025-02-04,7,0,0,14.285714285714285,0
u8,2025-02-11,4,3,3,25.0,0
u8,2028-02-08,1,6,6,100.0,1
