archivo,var1,var2,pearson,spearman,abs_pearson
DB_final_v3_u10,Total_hrs_monitorizadas,Hrs_sin_registro,-1.0,-1.0,1.0
DB_final_v3_u10,distancia_caminada_en_km,Numero_pasos_por_dia,0.9141642278349487,0.9514710937710861,0.9141642278349487
DB_final_v3_u10,Numero_horas_con_deambulacion,Hrs_sin_registro,-0.8840592910534089,-0.8519685580401766,0.8840592910534089
DB_final_v3_u10,Numero_horas_con_deambulacion,Total_hrs_monitorizadas,0.8840592910534089,0.8519685580401766,0.8840592910534089
DB_final_v3_u10,min_totales_en_movimiento,Numero_pasos_por_dia,0.763791774888172,0.8790118874798096,0.763791774888172
DB_final_v3_u10,min_totales_en_movimiento,Total_min_de_ejercicio_diario,0.7588268717386699,0.7532212540917098,0.7588268717386699
DB_final_v3_u10,min_totales_en_movimiento,distancia_caminada_en_km,0.7309077973064224,0.8623630941112428,0.7309077973064224
DB_final_v3_u10,Numero_horas_con_deambulacion,Numero_pasos_por_dia,0.6303757971758911,0.6497813532205974,0.6303757971758911
DB_final_v3_u10,Numero_horas_con_deambulacion,distancia_caminada_en_km,0.6092814843926428,0.6281253592244839,0.6092814843926428
DB_final_v3_u10,Numero_horas_estacionarias,Hrs_sin_registro,-0.539940997502244,-0.49107065920620196,0.539940997502244
