,Numero_horas_con_deambulacion,Numero_horas_estacionarias,Total_hrs_monitorizadas,Hrs_sin_registro,min_totales_en_movimiento,Total_min_de_ejercicio_diario,distancia_caminada_en_km,Numero_pasos_por_dia,FCr_promedio_diario,Gasto_calorico_activo,HRV_SDNN,FC_al_caminar_promedio_diario
Numero_horas_con_deambulacion,1.0,-0.4580842107587057,0.26302428390741295,-0.2630242839074128,0.6272220542909838,0.3472814029942699,0.6207307668431619,0.6284171531544726,-0.21891100889534051,0.37018664292699416,-0.18367032943979025,-0.042525163948039325
Numero_horas_estacionarias,-0.4580842107587057,1.0,0.7371223509483698,-0.7371223509483696,-0.5156287862443094,-0.35262355764537034,-0.5095259561438745,-0.5050828120521249,0.16051494339506436,-0.28253915668919993,0.17756065857379222,0.04361154127792294
Total_hrs_monitorizadas,0.26302428390741295,0.7371223509483698,1.0,-1.0,-0.08282283944093481,-0.11871720112893056,-0.08113380593250336,-0.07046809470784599,0.007798251623818323,-0.025237304153416688,0.053089443703779354,0.01500622933463968
Hrs_sin_registro,-0.2630242839074128,-0.7371223509483696,-1.0,1.0,0.08282283944093478,0.1187172011289305,0.08113380593250338,0.07046809470784608,-0.007798251623818325,0.025237304153416615,-0.05308944370377932,-0.015006229334639763
min_totales_en_movimiento,0.6272220542909838,-0.5156287862443094,-0.08282283944093481,0.08282283944093478,1.0,0.6546856995475927,0.9476292097349274,0.9540512564760264,-0.18476220517776548,0.4751500076862641,-0.23045950196503057,-0.030589557331602103
Total_min_de_ejercicio_diario,0.3472814029942699,-0.35262355764537034,-0.11871720112893056,0.1187172011289305,0.6546856995475927,1.0,0.5454775338586134,0.5373699214747618,-0.06769282731987084,0.2163718835905174,-0.13661911607312624,-0.0260708380402687
distancia_caminada_en_km,0.6207307668431619,-0.5095259561438745,-0.08113380593250336,0.08113380593250338,0.9476292097349274,0.5454775338586134,1.0,0.9937519915923112,-0.20323834335445798,0.5001655735339927,-0.20456072635690833,-0.028187646221935373
Numero_pasos_por_dia,0.6284171531544726,-0.5050828120521249,-0.07046809470784599,0.07046809470784608,0.9540512564760264,0.5373699214747618,0.9937519915923112,1.0,-0.1976463578929693,0.5040956948090834,-0.21829176988461532,-0.02602627384042769
FCr_promedio_diario,-0.21891100889534051,0.16051494339506436,0.007798251623818323,-0.007798251623818325,-0.18476220517776548,-0.06769282731987084,-0.20323834335445798,-0.1976463578929693,1.0,-0.12955068288170657,0.08647045101993682,0.016261556818296562
Gasto_calorico_activo,0.37018664292699416,-0.28253915668919993,-0.025237304153416688,0.025237304153416615,0.4751500076862641,0.2163718835905174,0.5001655735339927,0.5040956948090834,-0.12955068288170657,1.0,-0.13440610377129436,0.07786841109707718
HRV_SDNN,-0.18367032943979025,0.17756065857379222,0.053089443703779354,-0.05308944370377932,-0.23045950196503057,-0.13661911607312624,-0.20456072635690833,-0.21829176988461532,0.08647045101993682,-0.13440610377129436,1.0,-0.18266844962724202
FC_al_caminar_promedio_diario,-0.042525163948039325,0.04361154127792294,0.01500622933463968,-0.015006229334639763,-0.030589557331602103,-0.0260708380402687,-0.028187646221935373,-0.02602627384042769,0.016261556818296562,0.07786841109707718,-0.18266844962724202,1.0
