,Numero_horas_con_deambulacion,Numero_horas_estacionarias,Total_hrs_monitorizadas,Hrs_sin_registro,min_totales_en_movimiento,Total_min_de_ejercicio_diario,distancia_caminada_en_km,Numero_pasos_por_dia,FCr_promedio_diario,Gasto_calorico_activo,HRV_SDNN,FC_al_caminar_promedio_diario
Numero_horas_con_deambulacion,1.0,0.014877159469512171,0.887097004440416,-0.887097004440416,0.7501587299536085,0.3268875600232761,0.7692560412886589,0.7839146241393978,-0.24706303445218325,0.8271942933899024,0.06006249451346136,-0.11323052618579331
Numero_horas_estacionarias,0.014877159469512171,1.0,0.37190285131385814,-0.37190285131385814,-0.0827137397172718,0.030263002377887614,-0.06954036615488433,-0.06791918806908175,-0.07185078827401371,-0.05097965259645099,0.10208066132284434,0.01737141675708713
Total_hrs_monitorizadas,0.887097004440416,0.37190285131385814,1.0,-1.0,0.6314795656750429,0.3000377998688768,0.6552614483568574,0.6675152675569719,-0.2787350079880196,0.7323207132678561,0.11909539262788216,-0.09591212971888939
Hrs_sin_registro,-0.887097004440416,-0.37190285131385814,-1.0,1.0,-0.6314795656750429,-0.3000377998688768,-0.6552614483568574,-0.6675152675569719,0.2787350079880196,-0.7323207132678561,-0.11909539262788216,0.09591212971888939
min_totales_en_movimiento,0.7501587299536085,-0.0827137397172718,0.6314795656750429,-0.6314795656750429,1.0,0.3619640742476715,0.842726215545115,0.8536419105454307,-0.19522564084465616,0.8095608971147424,-0.03340040723480186,-0.08281990703995011
Total_min_de_ejercicio_diario,0.3268875600232761,0.030263002377887614,0.3000377998688768,-0.3000377998688768,0.3619640742476715,1.0,0.4545253725683306,0.4459251273341223,0.036324991777653456,0.42319876764710274,-0.038288733108161714,0.039279466254365056
distancia_caminada_en_km,0.7692560412886589,-0.06954036615488433,0.6552614483568574,-0.6552614483568574,0.842726215545115,0.4545253725683306,1.0,0.9708115829880618,-0.24870389722757227,0.8581211178473234,0.0035391630201824066,-0.06587519214566633
Numero_pasos_por_dia,0.7839146241393978,-0.06791918806908175,0.6675152675569719,-0.6675152675569719,0.8536419105454307,0.4459251273341223,0.9708115829880618,1.0,-0.2508845666500811,0.8516600544967127,0.003870945050460986,-0.06214731363675049
FCr_promedio_diario,-0.24706303445218325,-0.07185078827401371,-0.2787350079880196,0.2787350079880196,-0.19522564084465616,0.036324991777653456,-0.24870389722757227,-0.2508845666500811,1.0,-0.2548999899955722,-0.1292265181990608,0.09275724556919113
Gasto_calorico_activo,0.8271942933899024,-0.05097965259645099,0.7323207132678561,-0.7323207132678561,0.8095608971147424,0.42319876764710274,0.8581211178473234,0.8516600544967127,-0.2548999899955722,1.0,0.038885655411204735,-0.11476514467048392
HRV_SDNN,0.06006249451346136,0.10208066132284434,0.11909539262788216,-0.11909539262788216,-0.03340040723480186,-0.038288733108161714,0.0035391630201824066,0.003870945050460986,-0.1292265181990608,0.038885655411204735,1.0,-0.16648223911048685
FC_al_caminar_promedio_diario,-0.11323052618579331,0.01737141675708713,-0.09591212971888939,0.09591212971888939,-0.08281990703995011,0.039279466254365056,-0.06587519214566633,-0.06214731363675049,0.09275724556919113,-0.11476514467048392,-0.16648223911048685,1.0
