archivo,variable,count,mean,std,var,min,p10,median,p90,max,iqr,cv,mad_scaled
DB_final_v3_u8,Numero_horas_con_deambulacion,1332,13.274024024024024,3.0550891427823395,9.33356967034653,2.0,9.0,14.0,17.0,20.0,3.0,0.23015546282371338,2.9652
DB_final_v3_u8,Numero_horas_estacionarias,1332,1.7147147147147148,1.7537320067812554,3.075575951609009,0.0,0.0,1.0,4.0,12.0,2.0,1.0227543927463363,1.4826
DB_final_v3_u8,Total_hrs_monitorizadas,1332,14.992492492492492,3.321935488631182,11.035255390627292,2.0,10.0,16.0,18.0,25.0,3.0,0.22157326343799372,1.4826
DB_final_v3_u8,Hrs_sin_registro,1332,9.007507507507508,3.321935488631182,11.035255390627292,-1.0,6.0,8.0,14.0,22.0,3.0,0.36879630528894264,1.4826
DB_final_v3_u8,min_totales_en_movimiento,1332,148.3536036036036,53.15717061606893,2825.6847879058623,1.0,79.0,149.0,209.0,386.0,59.0,0.3583139831109415,43.7367
DB_final_v3_u8,Total_min_de_ejercicio_diario,1332,73.71066816816816,39.77705877622868,1582.214404887551,1.3,10.0,85.0,115.0,204.75999999999988,65.0,0.5396377453190194,32.6172
DB_final_v3_u8,distancia_caminada_en_km,1332,5.686579891119328,2.188394195797814,4.7890691562015615,0.423914377,3.0740986329999997,5.55619671,8.423775550000002,19.231255534799995,2.24872277325,0.3848348634326595,1.6468449928979996
DB_final_v3_u8,Numero_pasos_por_dia,1332,7171.6020495495495,2696.5596026506464,7271433.690647412,538.5999999999999,3884.5,7056.0,10407.300000000001,24191.599999999995,2828.5,0.37600519159035295,2089.7246999999998
DB_final_v3_u8,FCr_promedio_diario,1332,46.640797078828825,4.606503040589783,21.21987026296292,37.0,42.0,46.0,52.0,99.41704000000004,4.0,0.09876552994590149,2.9652
DB_final_v3_u8,Gasto_calorico_activo,1332,936.4398904054054,524.5223634654175,275123.7097753475,85.41246000000001,418.4844,903.5440000000001,1538.1455000000003,5011.63521,697.5777499999999,0.5601238999316231,537.9058124999998
DB_final_v3_u8,HRV_SDNN,1332,63.826635985025725,13.900048179948811,193.21133940489827,29.46447,47.28074,62.594966666666664,81.57140214285715,126.34214,18.176106666666655,0.21777817310017533,13.104517310499999
DB_final_v3_u8,FC_al_caminar_promedio_diario,1332,82.56509384384384,11.476758169081432,131.71597807157738,50.0,70.5,81.0,95.47500000000002,155.0,13.0625,0.13900254495910264,9.636899999999999
