archivo,variable,count,mean,std,var,min,p10,median,p90,max,iqr,cv,mad_scaled
DB_final_v3_u10,Numero_horas_con_deambulacion,853,9.762016412661195,3.4346155130865816,11.796583722735003,0.0,5.0,10.0,14.0,22.0,4.0,0.3518346382446084,2.9652
DB_final_v3_u10,Numero_horas_estacionarias,853,2.2192262602579134,1.9068706664722472,3.6361557386523122,0.0,0.0,2.0,4.0,16.0,2.0,0.8592502263607115,1.4826
DB_final_v3_u10,Total_hrs_monitorizadas,853,12.046893317702228,4.0813506157807815,16.657422848934168,1.0,6.0,13.0,16.0,28.0,5.0,0.338788641033574,2.9652
DB_final_v3_u10,Hrs_sin_registro,853,11.953106682297772,4.0813506157807815,16.657422848934168,-4.0,8.0,11.0,18.0,23.0,5.0,0.3414468492802086,2.9652
DB_final_v3_u10,min_totales_en_movimiento,853,72.69402110199296,52.49993449031928,2756.2431214878166,1.0,17.0,62.0,131.0,360.0,64.0,0.7222042981589851,45.9606
DB_final_v3_u10,Total_min_de_ejercicio_diario,853,30.119906213364594,34.76135426678134,1208.351750460677,1.0,2.080000000000001,13.0,79.80000000000007,265.25,51.0,1.1540990207784005,14.825999999999999
DB_final_v3_u10,distancia_caminada_en_km,853,3.236356008913982,1.7944728812779325,3.2201329216419246,0.10784303776,1.105813981,3.01565337,5.394625790600002,12.6741490132,2.2068880459999995,0.5544732644787433,1.6232148189095998
DB_final_v3_u10,Numero_pasos_por_dia,853,4443.470550996482,2477.749504457046,6139242.606837138,145.72,1603.8000000000002,4183.0,7225.000000000005,18961.0,2904.0,0.557615826642846,2123.0832
DB_final_v3_u10,FCr_promedio_diario,853,57.15678671629543,8.352225927778683,69.75967794865848,40.6,50.0,56.0,65.0,118.16848,7.0,0.14612833239272108,4.4478
DB_final_v3_u10,Gasto_calorico_activo,853,353.91936992966,248.94335266096846,61972.79283408332,0.20585,119.95111200000001,293.038,696.3746000000007,1801.4952300000004,220.28500000000003,0.7033900199088988,152.82789060000002
DB_final_v3_u10,HRV_SDNN,853,53.320520636430246,12.856795888738047,165.29720052467155,16.067644,37.3020001,52.8915,69.23800666666669,108.4974,16.335300000000004,0.24112284980116797,11.997693400000003
DB_final_v3_u10,FC_al_caminar_promedio_diario,853,98.34478241500587,8.770689585697212,76.92499580865754,70.0,89.0,97.75,107.90000000000003,147.0,9.0,0.08918306970964372,7.04235
