,Numero_horas_con_deambulacion,Numero_horas_estacionarias,Total_hrs_monitorizadas,Hrs_sin_registro,min_totales_en_movimiento,Total_min_de_ejercicio_diario,distancia_caminada_en_km,Numero_pasos_por_dia,FCr_promedio_diario,Gasto_calorico_activo,HRV_SDNN,FC_al_caminar_promedio_diario
Numero_horas_con_deambulacion,1.0,0.0779814477764255,0.8610908034550869,-0.8610908034550869,0.62405810761065,0.49266273917232634,0.6650228114740404,0.6742661332422727,-0.2339482179817058,0.7440791302294785,0.13733945802013736,-0.11899019528987899
Numero_horas_estacionarias,0.0779814477764255,1.0,0.5740519824861511,-0.5740519824861511,-0.19322430397835838,0.008475664153000042,-0.16135271710156904,-0.16913792872089572,-0.17752473959208626,0.026531158127952092,0.0816453045143062,-0.05169033702714196
Total_hrs_monitorizadas,0.8610908034550869,0.5740519824861511,1.0,-1.0,0.4140061436719735,0.4089563525462713,0.4639059167251419,0.4675271500055682,-0.28268470894577974,0.6246580248120919,0.15443908791440972,-0.1240913115092235
Hrs_sin_registro,-0.8610908034550869,-0.5740519824861511,-1.0,1.0,-0.4140061436719735,-0.4089563525462713,-0.4639059167251419,-0.4675271500055682,0.28268470894577974,-0.6246580248120919,-0.15443908791440972,0.1240913115092235
min_totales_en_movimiento,0.62405810761065,-0.19322430397835838,0.4140061436719735,-0.4140061436719735,1.0,0.5462590145852013,0.9206875112011955,0.9222473629504095,0.062203312234384786,0.7762617666297567,-0.0896925463100097,-0.0918007302670302
Total_min_de_ejercicio_diario,0.49266273917232634,0.008475664153000042,0.4089563525462713,-0.4089563525462713,0.5462590145852013,1.0,0.698203520077885,0.6781204307104123,-0.0751189358312781,0.5590124563800629,-0.24151301917556556,0.0014312666982033507
distancia_caminada_en_km,0.6650228114740404,-0.16135271710156904,0.4639059167251419,-0.4639059167251419,0.9206875112011955,0.698203520077885,1.0,0.9980445937458585,0.01249196404188026,0.8055984221850832,-0.16638281260400853,-0.07186672261608325
Numero_pasos_por_dia,0.6742661332422727,-0.16913792872089572,0.4675271500055682,-0.4675271500055682,0.9222473629504095,0.6781204307104123,0.9980445937458585,1.0,0.010529597978891924,0.805048565719767,-0.15230446422027122,-0.07533602240853328
FCr_promedio_diario,-0.2339482179817058,-0.17752473959208626,-0.28268470894577974,0.28268470894577974,0.062203312234384786,-0.0751189358312781,0.01249196404188026,0.010529597978891924,1.0,-0.05758349023159061,-0.42636480122932785,0.2856813290763478
Gasto_calorico_activo,0.7440791302294785,0.026531158127952092,0.6246580248120919,-0.6246580248120919,0.7762617666297567,0.5590124563800629,0.8055984221850832,0.805048565719767,-0.05758349023159061,1.0,-0.012909556694203994,-0.10411377813760278
HRV_SDNN,0.13733945802013736,0.0816453045143062,0.15443908791440972,-0.15443908791440972,-0.0896925463100097,-0.24151301917556556,-0.16638281260400853,-0.15230446422027122,-0.42636480122932785,-0.012909556694203994,1.0,-0.17615420277449303
FC_al_caminar_promedio_diario,-0.11899019528987899,-0.05169033702714196,-0.1240913115092235,0.1240913115092235,-0.0918007302670302,0.0014312666982033507,-0.07186672261608325,-0.07533602240853328,0.2856813290763478,-0.10411377813760278,-0.17615420277449303,1.0
