,Numero_horas_con_deambulacion,Numero_horas_estacionarias,Total_hrs_monitorizadas,Hrs_sin_registro,min_totales_en_movimiento,Total_min_de_ejercicio_diario,distancia_caminada_en_km,Numero_pasos_por_dia,FCr_promedio_diario,Gasto_calorico_activo,HRV_SDNN,FC_al_caminar_promedio_diario
Numero_horas_con_deambulacion,1.0,-0.2570173747117494,0.8098551225049849,-0.8098551225049849,0.5720017499579736,0.3465309186006101,0.5264984511039681,0.5592821510966445,-0.3243816484981821,0.2514494576148968,0.16388928665135458,-0.09263684142220832
Numero_horas_estacionarias,-0.2570173747117494,1.0,0.2683240651609792,-0.2683240651609792,-0.1474992132904721,-0.035828302504517295,-0.06317204707899414,-0.07472467925376204,-0.15879449950681826,-0.051849580115016246,-0.012030680917314645,0.06057546424753537
Total_hrs_monitorizadas,0.8098551225049849,0.2683240651609792,1.0,-1.0,0.46168854658856845,0.29834123730835826,0.47046442198062954,0.49124610397241375,-0.3881790363432778,0.20432369007628323,0.15287600335011828,-0.04151113980791291
Hrs_sin_registro,-0.8098551225049849,-0.2683240651609792,-1.0,1.0,-0.46168854658856845,-0.29834123730835826,-0.47046442198062954,-0.49124610397241375,0.3881790363432778,-0.20432369007628323,-0.15287600335011828,0.04151113980791291
min_totales_en_movimiento,0.5720017499579736,-0.1474992132904721,0.46168854658856845,-0.46168854658856845,1.0,0.6067292399469147,0.8572973080704824,0.876999943680427,-0.1969191823075823,0.20530931221395973,0.059643639270062665,0.0036533532933092855
Total_min_de_ejercicio_diario,0.3465309186006101,-0.035828302504517295,0.29834123730835826,-0.29834123730835826,0.6067292399469147,1.0,0.567957763506126,0.5878729810169306,-0.2683397442330927,-0.0010829719782685248,0.036715572688447745,-0.015447942678722211
distancia_caminada_en_km,0.5264984511039681,-0.06317204707899414,0.47046442198062954,-0.47046442198062954,0.8572973080704824,0.567957763506126,1.0,0.9733961239011774,-0.21041718911019777,0.20948446635123297,0.02388938055120008,-0.01775839292545837
Numero_pasos_por_dia,0.5592821510966445,-0.07472467925376204,0.49124610397241375,-0.49124610397241375,0.876999943680427,0.5878729810169306,0.9733961239011774,1.0,-0.2302401532778108,0.19770982226764106,0.03482311564792324,-0.01849210658534997
FCr_promedio_diario,-0.3243816484981821,-0.15879449950681826,-0.3881790363432778,0.3881790363432778,-0.1969191823075823,-0.2683397442330927,-0.21041718911019777,-0.2302401532778108,1.0,0.027030823533643403,-0.3676113800329164,0.2325557234045429
Gasto_calorico_activo,0.2514494576148968,-0.051849580115016246,0.20432369007628323,-0.20432369007628323,0.20530931221395973,-0.0010829719782685248,0.20948446635123297,0.19770982226764106,0.027030823533643403,1.0,0.002359049420707588,-0.02898884049726566
HRV_SDNN,0.16388928665135458,-0.012030680917314645,0.15287600335011828,-0.15287600335011828,0.059643639270062665,0.036715572688447745,0.02388938055120008,0.03482311564792324,-0.3676113800329164,0.002359049420707588,1.0,-0.1562169564858335
FC_al_caminar_promedio_diario,-0.09263684142220832,0.06057546424753537,-0.04151113980791291,0.04151113980791291,0.0036533532933092855,-0.015447942678722211,-0.01775839292545837,-0.01849210658534997,0.2325557234045429,-0.02898884049726566,-0.1562169564858335,1.0
