archivo,variable,count,mean,std,var,min,p10,median,p90,max,iqr,cv,mad_scaled
DB_final_v3_u1,Numero_horas_con_deambulacion,1048,11.28530534351145,3.4260775467775133,11.738007356533025,0.0,6.0,12.0,15.0,19.0,4.0,0.30358749209629105,2.9652
DB_final_v3_u1,Numero_horas_estacionarias,1048,1.8358778625954197,1.7865492856118368,3.191758349920164,0.0,0.0,1.0,4.0,16.0,2.0,0.9731307959049922,1.4826
DB_final_v3_u1,Total_hrs_monitorizadas,1048,13.185114503816793,3.6407551650952388,13.25509817216766,1.0,8.0,14.0,17.0,24.0,3.0,0.276126169707614,2.9652
DB_final_v3_u1,Hrs_sin_registro,1048,10.814885496183207,3.6407551650952388,13.25509817216766,0.0,7.0,10.0,16.0,23.0,3.0,0.3366429692094415,2.9652
DB_final_v3_u1,min_totales_en_movimiento,1048,68.49618320610686,43.815668246530194,1919.8127838899945,1.0,22.700000000000003,59.0,130.0,386.0,47.25,0.6396804346701723,34.099799999999995
DB_final_v3_u1,Total_min_de_ejercicio_diario,1048,17.55757633587786,20.52685924286059,421.3519503762111,1.0,3.0,10.0,54.0,163.2999999999999,12.0,1.1691169014549676,7.412999999999999
DB_final_v3_u1,distancia_caminada_en_km,1048,3.403628292638621,1.6811087483372342,2.8261266237359823,0.06985861,1.3357132,3.3304834000000003,5.4471183315000005,19.5536418145,1.6239190675000001,0.49391666885985813,1.2250663013400003
DB_final_v3_u1,Numero_pasos_por_dia,1048,4569.0899713740455,2194.977756893106,4817927.353255491,99.02,1842.7,4478.0,7224.900000000001,23522.899999999983,2239.5,0.4803971404907613,1682.751
DB_final_v3_u1,FCr_promedio_diario,1048,58.912972345419846,8.775330900729616,77.00643241730003,43.12,50.0,58.0,65.0,123.69617999999996,8.0,0.1489541360988867,5.9304
DB_final_v3_u1,Gasto_calorico_activo,1048,311.59194307251914,150.92153235489093,22777.308928348386,0.8096599999999999,108.5917,314.8765,478.03130000000016,1295.997999999999,147.22050000000002,0.4843563375442151,107.49146520000001
DB_final_v3_u1,HRV_SDNN,1048,55.19867970133181,11.611344041971076,134.82331046101723,15.689997300000002,40.94775,55.25770416666667,69.884635,101.21249600000004,15.246325624999997,0.21035546692054163,11.2711069695
DB_final_v3_u1,FC_al_caminar_promedio_diario,1048,95.4690048664122,8.881387966342674,78.87905220869644,63.0,85.0,95.5,106.0,159.0,10.5,0.0930290200339913,7.412999999999999
