archivo,variable,count,mean,std,var,min,p10,median,p90,max,iqr,cv,mad_scaled
DB_final_v3_u2,Numero_horas_con_deambulacion,50,12.6,3.4992710611188262,12.244897959183676,1.0,7.9,13.0,16.0,17.0,4.0,0.27771992548562113,2.9652
DB_final_v3_u2,Numero_horas_estacionarias,50,1.32,1.5576015051930296,2.4261224489795916,0.0,0.0,1.0,3.1000000000000014,7.0,2.0,1.1800011402977497,1.4826
DB_final_v3_u2,Total_hrs_monitorizadas,50,13.98,3.3775368394794474,11.407755102040815,3.0,8.0,15.0,17.0,17.0,2.0,0.24159777106433813,1.4826
DB_final_v3_u2,Hrs_sin_registro,50,10.02,3.3775368394794474,11.407755102040815,7.0,7.0,9.0,16.0,21.0,2.0,0.33707952489814846,1.4826
DB_final_v3_u2,min_totales_en_movimiento,50,132.22,64.5813171947758,4170.746530612245,4.0,31.8,141.0,216.0,252.0,81.5,0.48843833909223877,62.2692
DB_final_v3_u2,Total_min_de_ejercicio_diario,50,21.2944,16.874580830470478,284.7514782040817,1.2,3.0,15.5,43.60000000000001,66.68,20.25,0.7924421834130324,13.343399999999999
DB_final_v3_u2,distancia_caminada_en_km,50,6.024590448883999,3.149171114086131,9.917278705794486,0.316621822,1.5713814799999999,6.2508215,10.109753110000002,12.859256056999996,4.7362845375,0.5227195343493409,3.3647220412049994
DB_final_v3_u2,Numero_pasos_por_dia,50,7717.966399999999,3939.5734467500147,15520238.942337792,423.4,2132.6,7766.0,12654.300000000001,16511.339999999997,6102.25,0.5104419017359307,4851.0671999999995
DB_final_v3_u2,FCr_promedio_diario,50,61.546890000000005,7.290844197704685,53.15640911520408,47.0,51.0,61.5,70.0,82.2,5.75,0.11845999363582278,4.4478
DB_final_v3_u2,Gasto_calorico_activo,50,416.9270016,206.4957304507755,42640.48669439934,0.40008,102.4606,477.56550000000004,663.6726440000001,805.6388799999999,283.33674999999994,0.4952803000485146,167.39962469999995
DB_final_v3_u2,HRV_SDNN,50,41.03162569333333,10.058642173429615,101.17628237309684,15.9564685,30.6524125,41.377266666666664,53.25458,65.11821250000001,11.999166666666667,0.24514364233596295,8.958196607500001
DB_final_v3_u2,FC_al_caminar_promedio_diario,50,101.79,8.969244502118086,80.44734693877551,86.0,93.0,101.0,110.0,144.0,8.25,0.08811518324116402,6.6716999999999995
