,Numero_horas_con_deambulacion,Numero_horas_estacionarias,Total_hrs_monitorizadas,Hrs_sin_registro,min_totales_en_movimiento,Total_min_de_ejercicio_diario,distancia_caminada_en_km,Numero_pasos_por_dia,FCr_promedio_diario,Gasto_calorico_activo,HRV_SDNN,FC_al_caminar_promedio_diario
Numero_horas_con_deambulacion,1.0,-0.3055344147559636,0.8972126383663512,-0.8972126383663512,0.7684548839844471,0.27682012628130936,0.704179639229304,0.7259525472757017,-0.10585285185750591,0.6755247935152722,0.29635214778631086,0.06586882511074894
Numero_horas_estacionarias,-0.3055344147559636,1.0,0.14089426212721598,-0.14089426212721598,-0.2875874025320221,-0.10192515410336922,-0.2750286506948344,-0.2881941645071039,0.018699185102259902,-0.14425653567716923,-0.03035703399706799,-0.0033087191501968744
Total_hrs_monitorizadas,0.8972126383663512,0.14089426212721598,1.0,-1.0,0.6659909583911577,0.22844817785584923,0.604028542804807,0.6194335281827769,-0.09991807357252062,0.5968471462853714,0.293543912155717,0.07573074462491175
Hrs_sin_registro,-0.8972126383663512,-0.14089426212721598,-1.0,1.0,-0.6659909583911577,-0.22844817785584923,-0.604028542804807,-0.6194335281827769,0.09991807357252062,-0.5968471462853714,-0.293543912155717,-0.07573074462491175
min_totales_en_movimiento,0.7684548839844471,-0.2875874025320221,0.6659909583911577,-0.6659909583911577,1.0,0.692156018034207,0.9580284723217061,0.9655288622990965,-0.0023445233987849146,0.803590104993107,0.14092169041740682,0.07465057758307758
Total_min_de_ejercicio_diario,0.27682012628130936,-0.10192515410336922,0.22844817785584923,-0.22844817785584923,0.692156018034207,1.0,0.7982874840424351,0.7753597811785874,0.10194213129134268,0.7097302934700892,-0.03857697511249723,0.0822714163670428
distancia_caminada_en_km,0.704179639229304,-0.2750286506948344,0.604028542804807,-0.604028542804807,0.9580284723217061,0.7982874840424351,1.0,0.9958270348484234,0.0575128345977855,0.8181737232828817,0.07563036238188177,0.05019569554220089
Numero_pasos_por_dia,0.7259525472757017,-0.2881941645071039,0.6194335281827769,-0.6194335281827769,0.9655288622990965,0.7753597811785874,0.9958270348484234,1.0,0.03823394506936122,0.829511149813718,0.0776617767101882,0.054706496686609124
FCr_promedio_diario,-0.10585285185750591,0.018699185102259902,-0.09991807357252062,0.09991807357252062,-0.0023445233987849146,0.10194213129134268,0.0575128345977855,0.03823394506936122,1.0,-0.000639333503362548,-0.428700700029177,0.25499149850406255
Gasto_calorico_activo,0.6755247935152722,-0.14425653567716923,0.5968471462853714,-0.5968471462853714,0.803590104993107,0.7097302934700892,0.8181737232828817,0.829511149813718,-0.000639333503362548,1.0,0.11749135261369678,0.0029705516855033816
HRV_SDNN,0.29635214778631086,-0.03035703399706799,0.293543912155717,-0.293543912155717,0.14092169041740682,-0.03857697511249723,0.07563036238188177,0.0776617767101882,-0.428700700029177,0.11749135261369678,1.0,-0.21828303649314618
FC_al_caminar_promedio_diario,0.06586882511074894,-0.0033087191501968744,0.07573074462491175,-0.07573074462491175,0.07465057758307758,0.0822714163670428,0.05019569554220089,0.054706496686609124,0.25499149850406255,0.0029705516855033816,-0.21828303649314618,1.0
